longitude,latitude,StateCode,LGA,LGA NAME,year,Median Age Ð Males (years),Median Age Ð Females (years),Median Age Ð Persons (years),Births,Total fertility rate (per female),Deaths,Population density (persons/km2),Arrivals,Departures,Postgraduate degree (%),Train or tram To Work,Bus To Work,Car (as driver; passenger) To Work,Motor bike/scooter To Work,Bicycle To Work,Other (inc. taxis) To Work,Couple families with children under 15 and/or dependent students,Couple families with non-dependent children only,Couple families without children,One parent families; children under 15 and/or dependent students,One parent families; non-dependent children only,Broadband connection (%)
138.9483822,-18.04325136,3,31950,Burke (S),2010,35.6,34.3,35.3,6,,4,,64,74,,,,,,,,,,,,,
138.9483822,-18.04325136,3,31950,Burke (S),2011,34.7,34.5,34.7,5,,,,74,64,0.7,,31,81,5,4,39,23,6,37,4,6,31.3
138.9483822,-18.04325136,3,31950,Burke (S),2012,34,32.9,33.6,,,3,,53,62,,,,,,,,,,,,,
138.9483822,-18.04325136,3,31950,Burke (S),2013,34.6,33.4,34.2,3,,3,,54,62,,,,,,,,,,,,,
138.9483822,-18.04325136,3,31950,Burke (S),2014,35.8,33.2,34.9,,,,,45,53,,,,,,,,,,,,,
141.3645184,-17.44487972,3,32250,Carpentaria (S),2010,37.7,34.7,36.4,48,3.5,17,,224,219,,,,,,,,,,,,,
141.3645184,-17.44487972,3,32250,Carpentaria (S),2011,38.8,34.8,37.1,25,3.3,8,,183,217,0.3,,11,357,4,14,67,142,18,203,54,13,42.9
141.3645184,-17.44487972,3,32250,Carpentaria (S),2012,39.4,34.8,37.6,33,2.7,12,,165,240,,,,,,,,,,,,,
141.3645184,-17.44487972,3,32250,Carpentaria (S),2013,39.4,34.9,37.1,31,2.2,19,,157,236,,,,,,,,,,,,,
141.3645184,-17.44487972,3,32250,Carpentaria (S),2014,39.8,34.7,36.7,56,3,13,,197,196,,,,,,,,,,,,,
145.9258113,-17.95940183,3,32260,Cassowary Coast (R),2010,41.7,41.4,41.6,427,2.9,233,6.1,2107,2333,,,,,,,,,,,,,
145.9258113,-17.95940183,3,32260,Cassowary Coast (R),2011,42.1,41.6,41.8,375,2.9,246,6.1,1703,2689,0.8,,231,8605,85,114,450,2296,552,3330,825,334,55.8
145.9258113,-17.95940183,3,32260,Cassowary Coast (R),2012,42.5,42.3,42.4,380,2.7,222,6.1,1863,2306,,,,,,,,,,,,,
145.9258113,-17.95940183,3,32260,Cassowary Coast (R),2013,43,43,43,348,2.5,243,6.1,1755,2195,,,,,,,,,,,,,
145.9258113,-17.95940183,3,32260,Cassowary Coast (R),2014,43.4,43.6,43.5,361,2.5,243,6.1,1920,2278,,,,,,,,,,,,,
148.4159064,-24.03147016,3,32270,Central Highlands (R),2010,31.9,30.2,31.1,553,2.5,86,0.5,3251,3384,,,,,,,,,,,,,
148.4159064,-24.03147016,3,32270,Central Highlands (R),2011,32.2,30.8,31.6,561,2.5,97,0.5,3206,3339,0.9,10,626,9791,72,129,379,3216,468,2565,467,173,63.8
148.4159064,-24.03147016,3,32270,Central Highlands (R),2012,32.3,30.8,31.6,529,2.4,85,0.5,3598,3453,,,,,,,,,,,,,
148.4159064,-24.03147016,3,32270,Central Highlands (R),2013,32.6,31.1,31.9,578,2.4,87,0.5,3333,3495,,,,,,,,,,,,,
148.4159064,-24.03147016,3,32270,Central Highlands (R),2014,32.9,31.3,32.1,560,2.3,98,0.5,3043,3524,,,,,,,,,,,,,
145.788225,-20.14862737,3,32310,Charters Towers (R),2010,37.9,37.8,37.9,201,2.8,94,0.2,996,949,,,,,,,,,,,,,
145.788225,-20.14862737,3,32310,Charters Towers (R),2011,38.2,38,38.1,169,2.7,113,0.2,954,836,0.7,,179,3135,63,26,182,1045,212,1280,363,149,54.2
145.788225,-20.14862737,3,32310,Charters Towers (R),2012,38.7,38.1,38.4,141,2.4,101,0.2,873,985,,,,,,,,,,,,,
145.788225,-20.14862737,3,32310,Charters Towers (R),2013,39.3,37.9,38.6,175,2.3,116,0.2,836,953,,,,,,,,,,,,,
145.788225,-20.14862737,3,32310,Charters Towers (R),2014,39.6,38,38.8,140,2.1,109,0.2,924,960,,,,,,,,,,,,,
151.9359939,-26.28880946,3,32330,Cherbourg (S),2010,20.1,21.8,21.4,35,5.3,9,39.4,101,126,,,,,,,,,,,,,
151.9359939,-26.28880946,3,32330,Cherbourg (S),2011,20.2,22.7,21.9,49,5.1,8,40,101,133,,,8,110,,,7,99,6,42,85,20,17.5
151.9359939,-26.28880946,3,32330,Cherbourg (S),2012,22.1,22.6,22.4,73,5.3,14,40.5,91,114,,,,,,,,,,,,,
151.9359939,-26.28880946,3,32330,Cherbourg (S),2013,22,23.5,23.1,26,4.7,7,40.7,117,106,,,,,,,,,,,,,
151.9359939,-26.28880946,3,32330,Cherbourg (S),2014,21.9,24.2,23.6,32,4.1,6,40.9,92,107,,,,,,,,,,,,,
140.2649681,-20.81803831,3,32450,Cloncurry (S),2010,33.5,29.2,31.5,65,2.4,19,0.1,381,440,,,,,,,,,,,,,
140.2649681,-20.81803831,3,32450,Cloncurry (S),2011,34.3,29.5,32.1,58,2.5,9,0.1,394,410,1.2,4,111,886,4,12,99,236,37,249,69,30,50
140.2649681,-20.81803831,3,32450,Cloncurry (S),2012,35.2,30.5,33.3,73,2.7,16,0.1,419,442,,,,,,,,,,,,,
140.2649681,-20.81803831,3,32450,Cloncurry (S),2013,35.4,31.1,33.7,57,2.8,48,0.1,343,441,,,,,,,,,,,,,
140.2649681,-20.81803831,3,32450,Cloncurry (S),2014,36.3,32,34.6,52,2.7,25,0.1,415,443,,,,,,,,,,,,,
143.259147,-14.23592065,3,32500,Cook (S),2010,40.5,36,38.4,96,3.4,43,,334,329,,,,,,,,,,,,,
143.259147,-14.23592065,3,32500,Cook (S),2011,39.2,37.2,38.2,79,3.5,43,,356,345,1.5,,46,820,7,15,83,266,31,396,112,38,44.3
143.259147,-14.23592065,3,32500,Cook (S),2012,37.3,37.4,37.3,63,3.2,31,,337,286,,,,,,,,,,,,,
143.259147,-14.23592065,3,32500,Cook (S),2013,37.3,37.2,37.3,49,2.6,30,,356,313,,,,,,,,,,,,,
143.259147,-14.23592065,3,32500,Cook (S),2014,38.5,37.8,38.3,61,2.4,37,,377,307,,,,,,,,,,,,,
142.2171484,-18.55434596,3,32600,Croydon (S),2010,35,29.1,31.9,6,,,,34,42,,,,,,,,,,,,,
142.2171484,-18.55434596,3,32600,Croydon (S),2011,36.4,27.5,31.1,6,,,,32,43,2.6,,,49,,,12,30,,31,9,3,38.3
142.2171484,-18.55434596,3,32600,Croydon (S),2012,36.3,28,30.8,6,,3,,42,37,,,,,,,,,,,,,
142.2171484,-18.55434596,3,32600,Croydon (S),2013,38.5,29.6,35.5,4,,4,,43,46,,,,,,,,,,,,,
142.2171484,-18.55434596,3,32600,Croydon (S),2014,38.7,29.7,35.3,4,,,,32,42,,,,,,,,,,,,,
139.7325697,-24.6309012,3,32750,Diamantina (S),2010,35.8,39.3,36.5,5,,,,33,27,,,,,,,,,,,,,
139.7325697,-24.6309012,3,32750,Diamantina (S),2011,34.8,36.7,36,,,,,40,38,1.3,,,61,,,13,22,4,25,3,,49.7
139.7325697,-24.6309012,3,32750,Diamantina (S),2012,37.1,41.3,39.4,4,,,,18,26,,,,,,,,,,,,,
139.7325697,-24.6309012,3,32750,Diamantina (S),2013,35.8,39.4,37.7,8,,,,27,32,,,,,,,,,,,,,
139.7325697,-24.6309012,3,32750,Diamantina (S),2014,34.8,40,37,3,,,,22,21,,,,,,,,,,,,,
138.7815395,-17.5942394,3,32770,Doomadgee (S),2010,22.5,22.3,22.4,27,3.3,5,0.7,107,127,,,,,,,,,,,,,
138.7815395,-17.5942394,3,32770,Doomadgee (S),2011,22.8,23.5,23.1,22,3.1,8,0.7,141,99,0.6,,3,97,3,4,9,138,14,40,59,5,18.1
138.7815395,-17.5942394,3,32770,Doomadgee (S),2012,23.1,24.1,23.6,27,2.5,10,0.8,103,124,,,,,,,,,,,,,
138.7815395,-17.5942394,3,32770,Doomadgee (S),2013,24,24.8,24.3,21,2.3,10,0.8,119,124,,,,,,,,,,,,,
138.7815395,-17.5942394,3,32770,Doomadgee (S),2014,24.7,25.3,24.9,25,2.3,7,0.8,98,115,,,,,,,,,,,,,
143.6606218,-18.50495437,3,33100,Etheridge (S),2010,46.4,36.8,43.3,12,2.9,,,122,163,,,,,,,,,,,,,
143.6606218,-18.50495437,3,33100,Etheridge (S),2011,45.5,37.9,43.5,22,3.1,5,,111,153,0.6,,3,140,3,3,49,77,18,109,8,4,43.9
143.6606218,-18.50495437,3,33100,Etheridge (S),2012,47.2,38.3,44.8,13,2.5,,,90,144,,,,,,,,,,,,,
143.6606218,-18.50495437,3,33100,Etheridge (S),2013,47.9,37.5,45.2,19,3,,,100,150,,,,,,,,,,,,,
143.6606218,-18.50495437,3,33100,Etheridge (S),2014,48.3,36.5,45.2,11,2.3,6,,122,130,,,,,,,,,,,,,
144.3217526,-20.97411663,3,33200,Flinders (S),2010,39.8,38.6,39,29,2.3,8,,171,188,,,,,,,,,,,,,
144.3217526,-20.97411663,3,33200,Flinders (S),2011,41.7,40.8,41,39,2.9,13,,145,171,0.8,,3,464,10,4,41,150,25,230,45,10,55.4
144.3217526,-20.97411663,3,33200,Flinders (S),2012,43,42.4,42.7,24,3.2,20,,143,191,,,,,,,,,,,,,
144.3217526,-20.97411663,3,33200,Flinders (S),2013,43.9,42.9,43.4,39,4.3,13,,152,152,,,,,,,,,,,,,
144.3217526,-20.97411663,3,33200,Flinders (S),2014,44.5,44.1,44.3,31,4.2,18,,137,195,,,,,,,,,,,,,
152.6768142,-25.52796739,3,33220,Fraser Coast (R),2010,43.6,44.7,44.2,1142,2.5,944,13.6,7664,6205,,,,,,,,,,,,,
152.6768142,-25.52796739,3,33220,Fraser Coast (R),2011,44,45.1,44.6,1139,2.5,896,13.8,7175,6510,0.9,22,235,23032,398,462,824,7362,1592,12991,3431,1223,61.4
152.6768142,-25.52796739,3,33220,Fraser Coast (R),2012,44.4,45.4,44.9,1112,2.4,957,13.9,7226,6404,,,,,,,,,,,,,
152.6768142,-25.52796739,3,33220,Fraser Coast (R),2013,44.8,45.7,45.3,1087,2.3,908,14.1,7267,6551,,,,,,,,,,,,,
152.6768142,-25.52796739,3,33220,Fraser Coast (R),2014,45.3,46.1,45.7,1026,2.2,952,14.3,7402,6532,,,,,,,,,,,,,
151.3070226,-24.17679226,3,33360,Gladstone (R),2010,35.4,34.6,35,870,2.4,281,5.5,3843,4209,,,,,,,,,,,,,
151.3070226,-24.17679226,3,33360,Gladstone (R),2011,35.5,34.9,35.1,937,2.3,264,5.7,4921,4002,1.1,7,500,20796,439,250,551,6059,1219,5825,1358,587,66
151.3070226,-24.17679226,3,33360,Gladstone (R),2012,35.2,34.9,35.1,895,2.3,249,5.9,5585,5040,,,,,,,,,,,,,
151.3070226,-24.17679226,3,33360,Gladstone (R),2013,35,34.7,34.8,972,2.3,269,6.1,5921,4987,,,,,,,,,,,,,
151.3070226,-24.17679226,3,33360,Gladstone (R),2014,34.8,34.6,34.7,1057,2.3,265,6.3,5832,5008,,,,,,,,,,,,,
153.3183499,-27.98071977,3,33430,Gold Coast (C),2010,36.6,38.3,37.5,6818,1.9,3061,380.1,30046,27624,,,,,,,,,,,,,
153.3183499,-27.98071977,3,33430,Gold Coast (C),2011,36.8,38.5,37.7,6666,1.9,3084,386.9,29245,27539,2.4,2260,4043,168254,1799,2062,4262,45188,9061,53294,15196,7233,69.2
153.3183499,-27.98071977,3,33430,Gold Coast (C),2012,36.9,38.6,37.7,6727,1.8,3238,395.6,30023,28039,,,,,,,,,,,,,
153.3183499,-27.98071977,3,33430,Gold Coast (C),2013,36.9,38.7,37.8,6803,1.8,3227,403.5,30041,27288,,,,,,,,,,,,,
153.3183499,-27.98071977,3,33430,Gold Coast (C),2014,37,38.8,37.9,6930,1.8,3451,410.1,31159,28243,,,,,,,,,,,,,
150.3395595,-28.37355922,3,33610,Goondiwindi (R),2010,38.1,37.6,37.9,203,2.9,92,0.6,927,736,,,,,,,,,,,,,
150.3395595,-28.37355922,3,33610,Goondiwindi (R),2011,38.3,37.7,38,161,2.7,96,0.6,798,924,0.7,,16,3402,26,43,169,1036,144,1151,256,93,54.1
150.3395595,-28.37355922,3,33610,Goondiwindi (R),2012,38.6,37.6,38.2,169,2.7,94,0.6,908,946,,,,,,,,,,,,,
150.3395595,-28.37355922,3,33610,Goondiwindi (R),2013,39,37.8,38.5,167,2.5,68,0.6,746,862,,,,,,,,,,,,,
150.3395595,-28.37355922,3,33610,Goondiwindi (R),2014,39.8,38.5,39.2,145,2.5,72,0.6,631,945,,,,,,,,,,,,,
152.4635704,-26.14703281,3,33620,Gympie (R),2010,42.3,42.7,42.5,570,2.6,319,6.7,3907,3431,,,,,,,,,,,,,
152.4635704,-26.14703281,3,33620,Gympie (R),2011,42.8,43.1,42.9,543,2.4,371,6.8,3768,3359,0.8,10,134,11920,153,79,531,3753,752,6038,1532,521,58.9
152.4635704,-26.14703281,3,33620,Gympie (R),2012,42.9,43.4,43.2,566,2.4,373,6.9,3733,3424,,,,,,,,,,,,,
152.4635704,-26.14703281,3,33620,Gympie (R),2013,43.4,43.6,43.5,515,2.3,339,7,3693,3380,,,,,,,,,,,,,
152.4635704,-26.14703281,3,33620,Gympie (R),2014,43.9,44,44,524,2.3,416,7,3556,3575,,,,,,,,,,,,,
146.0471094,-18.66210555,3,33800,Hinchinbrook (S),2010,44.5,45.4,45,118,2.5,124,4.2,613,723,,,,,,,,,,,,,
146.0471094,-18.66210555,3,33800,Hinchinbrook (S),2011,45,46.9,46,112,2.4,122,4.2,608,672,0.8,,46,3644,39,41,219,1042,240,1526,228,147,55.6
146.0471094,-18.66210555,3,33800,Hinchinbrook (S),2012,45.2,47.4,46.4,115,2.3,136,4.2,587,678,,,,,,,,,,,,,
146.0471094,-18.66210555,3,33800,Hinchinbrook (S),2013,45.4,48.1,46.8,104,2.3,108,4.2,548,703,,,,,,,,,,,,,
146.0471094,-18.66210555,3,33800,Hinchinbrook (S),2014,45.9,48.8,47.4,105,2.2,128,4.1,472,610,,,,,,,,,,,,,
145.1917758,-15.16708408,3,33830,Hope Vale (S),2010,25.6,23.8,24.7,21,1.9,12,0.9,87,80,,,,,,,,,,,,,
145.1917758,-15.16708408,3,33830,Hope Vale (S),2011,25.4,24.4,24.8,7,,,1,92,78,,,5,181,,,5,89,13,29,51,19,17
145.1917758,-15.16708408,3,33830,Hope Vale (S),2012,25.9,25.2,25.5,19,1.8,,1,90,60,,,,,,,,,,,,,
145.1917758,-15.16708408,3,33830,Hope Vale (S),2013,26.5,25.8,26.1,24,1.8,7,1,89,72,,,,,,,,,,,,,
145.1917758,-15.16708408,3,33830,Hope Vale (S),2014,26.8,27,26.9,25,2.4,5,1,90,65,,,,,,,,,,,,,
152.6654944,-27.66509388,3,33960,Ipswich (C),2010,31.6,32.5,32.1,3082,2.5,864,153.5,14888,12623,,,,,,,,,,,,,
152.6654944,-27.66509388,3,33960,Ipswich (C),2011,31.7,32.6,32.1,3125,2.5,941,158.2,14348,12657,1.4,2524,487,54067,762,229,1549,16893,3280,14499,6399,2394,67.7
152.6654944,-27.66509388,3,33960,Ipswich (C),2012,31.6,32.5,32,3325,2.4,916,163.3,14519,12290,,,,,,,,,,,,,
152.6654944,-27.66509388,3,33960,Ipswich (C),2013,31.6,32.5,32,3238,2.4,949,168,14228,12380,,,,,,,,,,,,,
152.6654944,-27.66509388,3,33960,Ipswich (C),2014,31.6,32.5,32.1,3275,2.4,926,172.8,15193,12932,,,,,,,,,,,,,
147.891645,-22.23814528,3,33980,Isaac (R),2010,32.8,29.3,31.2,395,2.4,57,0.4,2419,2732,,,,,,,,,,,,,
147.891645,-22.23814528,3,33980,Isaac (R),2011,32.6,30,31.4,421,2.3,50,0.4,2594,2690,1,5,383,7853,62,93,272,2610,322,1846,301,140,69
147.891645,-22.23814528,3,33980,Isaac (R),2012,33,30.1,31.7,448,2.3,41,0.4,2918,3109,,,,,,,,,,,,,
147.891645,-22.23814528,3,33980,Isaac (R),2013,33.4,30.3,32,421,2.3,35,0.4,2844,3090,,,,,,,,,,,,,
147.891645,-22.23814528,3,33980,Isaac (R),2014,33.8,30.5,32.3,420,2.3,42,0.4,2552,3078,,,,,,,,,,,,,
141.8106945,-15.32203859,3,34420,Kowanyama (S),2010,30.1,29.5,29.9,47,3.7,31,0.4,53,70,,,,,,,,,,,,,
141.8106945,-15.32203859,3,34420,Kowanyama (S),2011,28.4,27.3,27.8,21,3.7,4,0.4,41,77,0.4,,,70,,23,3,92,9,47,74,18,20.4
141.8106945,-15.32203859,3,34420,Kowanyama (S),2012,28.7,27.9,28.3,25,3.3,10,0.4,66,98,,,,,,,,,,,,,
141.8106945,-15.32203859,3,34420,Kowanyama (S),2013,29.1,28.8,28.9,27,2.6,,0.4,57,96,,,,,,,,,,,,,
141.8106945,-15.32203859,3,34420,Kowanyama (S),2014,29.3,29.9,29.6,42,3.6,,0.4,40,64,,,,,,,,,,,,,
143.2405694,-13.00530832,3,34570,Lockhart River (S),2010,27.2,25.6,26.8,22,3.6,10,0.2,38,45,,,,,,,,,,,,,
143.2405694,-13.00530832,3,34570,Lockhart River (S),2011,27.8,25.3,27.2,14,3.6,3,0.1,27,40,,,4,40,,,6,32,,27,25,7,23.7
143.2405694,-13.00530832,3,34570,Lockhart River (S),2012,29.5,27.8,28.5,13,3.2,,0.1,26,39,,,,,,,,,,,,,
143.2405694,-13.00530832,3,34570,Lockhart River (S),2013,30.1,28.3,29,15,2.7,,0.1,22,30,,,,,,,,,,,,,
143.2405694,-13.00530832,3,34570,Lockhart River (S),2014,30.5,29.3,29.8,28,3.7,3,0.2,33,38,,,,,,,,,,,,,
152.2405265,-27.64273214,3,34580,Lockyer Valley (R),2010,37.4,37.6,37.5,498,2.4,214,15.5,3260,2931,,,,,,,,,,,,,
152.2405265,-27.64273214,3,34580,Lockyer Valley (R),2011,37.4,37.3,37.3,513,2.3,223,15.8,3150,2861,1.2,17,92,10572,128,32,453,3129,642,3931,1058,413,61.3
152.2405265,-27.64273214,3,34580,Lockyer Valley (R),2012,37.6,37.1,37.3,483,2.2,214,16.1,3118,2840,,,,,,,,,,,,,
152.2405265,-27.64273214,3,34580,Lockyer Valley (R),2013,37.6,37,37.3,471,2.1,200,16.6,3204,2762,,,,,,,,,,,,,
152.2405265,-27.64273214,3,34580,Lockyer Valley (R),2014,37.7,37,37.3,478,1.9,217,16.9,3527,2887,,,,,,,,,,,,,
153.0402313,-27.7624076,3,34590,Logan (C),2010,32.3,33.7,33,5148,2.5,1309,294.5,20533,21781,,,,,,,,,,,,,
153.0402313,-27.7624076,3,34590,Logan (C),2011,32.5,33.9,33.2,5016,2.5,1396,300,20084,21096,1.3,1819,4222,92937,1078,415,3440,28479,6503,24409,10247,4325,70.6
153.0402313,-27.7624076,3,34590,Logan (C),2012,32.6,34,33.3,5019,2.4,1405,307,19655,21060,,,,,,,,,,,,,
153.0402313,-27.7624076,3,34590,Logan (C),2013,32.7,34.1,33.4,4915,2.3,1402,313.5,19756,21720,,,,,,,,,,,,,
153.0402313,-27.7624076,3,34590,Logan (C),2014,33,34.3,33.6,4785,2.3,1504,318.5,21851,22694,,,,,,,,,,,,,
143.9592604,-23.71806064,3,34710,Longreach (R),2010,34.7,34.6,34.7,86,2.4,30,0.1,428,447,,,,,,,,,,,,,
143.9592604,-23.71806064,3,34710,Longreach (R),2011,34.9,33.6,34.2,66,2.4,39,0.1,417,444,0.9,3,4,1384,24,54,68,396,53,430,118,41,56.6
143.9592604,-23.71806064,3,34710,Longreach (R),2012,35,33.3,34.1,80,2.5,28,0.1,307,418,,,,,,,,,,,,,
143.9592604,-23.71806064,3,34710,Longreach (R),2013,35.3,33.4,34.1,62,2.2,30,0.1,309,416,,,,,,,,,,,,,
143.9592604,-23.71806064,3,34710,Longreach (R),2014,35.3,33,34,61,2.2,36,0.1,355,481,,,,,,,,,,,,,
148.8036423,-21.13923845,3,34770,Mackay (R),2010,35.4,35.4,35.4,1734,2.3,676,15,7470,7405,,,,,,,,,,,,,
148.8036423,-21.13923845,3,34770,Mackay (R),2011,35.5,35.9,35.7,1744,2.3,655,15.3,7850,7294,1,16,1392,42212,439,605,1160,11468,2520,11783,2703,1286,66.6
148.8036423,-21.13923845,3,34770,Mackay (R),2012,35.4,35.7,35.5,1813,2.2,618,15.7,8473,7797,,,,,,,,,,,,,
148.8036423,-21.13923845,3,34770,Mackay (R),2013,35.5,35.6,35.6,1789,2.2,620,16,7899,7904,,,,,,,,,,,,,
148.8036423,-21.13923845,3,34770,Mackay (R),2014,35.7,35.7,35.7,1687,2.1,622,16.2,7064,7981,,,,,,,,,,,,,
141.5869509,-20.53392378,3,34800,McKinlay (S),2010,35.4,31.6,33.8,14,2,5,,83,109,,,,,,,,,,,,,
141.5869509,-20.53392378,3,34800,McKinlay (S),2011,34.1,32.4,33.4,11,1.4,5,,97,80,0.6,,69,163,4,8,82,63,22,81,12,10,55.4
141.5869509,-20.53392378,3,34800,McKinlay (S),2012,34.2,31.8,33.4,10,1.6,4,,66,81,,,,,,,,,,,,,
141.5869509,-20.53392378,3,34800,McKinlay (S),2013,35,33.1,34.5,13,1.5,6,,98,115,,,,,,,,,,,,,
141.5869509,-20.53392378,3,34800,McKinlay (S),2014,36,34.5,35.6,15,1.8,8,,82,84,,,,,,,,,,,,,
141.9197635,-12.14371456,3,34830,Mapoon (S),2010,32.8,31,32,,,,0.5,43,41,,,,,,,,,,,,,
141.9197635,-12.14371456,3,34830,Mapoon (S),2011,32.7,29,31.9,,,,0.5,44,43,,,,57,,,3,16,4,20,14,3,26.7
141.9197635,-12.14371456,3,34830,Mapoon (S),2012,35.8,30.7,32.6,,,,0.5,128,130,,,,,,,,,,,,,
141.9197635,-12.14371456,3,34830,Mapoon (S),2013,35.5,31.3,33.2,4,,,0.5,112,107,,,,,,,,,,,,,
141.9197635,-12.14371456,3,34830,Mapoon (S),2014,35,33.3,34.1,,,,0.5,122,118,,,,,,,,,,,,,
148.287363,-26.54428645,3,34860,Maranoa (R),2010,35,36,35.5,225,2.7,88,0.2,1003,1145,,,,,,,,,,,,,
148.287363,-26.54428645,3,34860,Maranoa (R),2011,35.2,36.1,35.7,226,2.7,94,0.2,927,1151,0.7,8,23,4180,47,41,250,1254,220,1396,269,134,57.2
148.287363,-26.54428645,3,34860,Maranoa (R),2012,35.2,36.2,35.7,263,2.6,82,0.2,924,1208,,,,,,,,,,,,,
148.287363,-26.54428645,3,34860,Maranoa (R),2013,35,36.3,35.6,231,2.6,76,0.2,955,1059,,,,,,,,,,,,,
148.287363,-26.54428645,3,34860,Maranoa (R),2014,35.2,36.5,35.8,243,2.7,84,0.2,921,1080,,,,,,,,,,,,,
152.8824205,-27.1182919,3,35010,Moreton Bay (R),2010,35.9,37.4,36.7,5604,2.3,2147,187.6,27871,23068,,,,,,,,,,,,,
152.8824205,-27.1182919,3,35010,Moreton Bay (R),2011,36.2,37.5,36.9,5676,2.3,2311,191.9,26880,22645,1.7,6899,1918,119610,1662,865,3945,39010,8122,39190,12357,5014,71.2
152.8824205,-27.1182919,3,35010,Moreton Bay (R),2012,36.2,37.6,37,5650,2.2,2398,196.9,26649,22733,,,,,,,,,,,,,
152.8824205,-27.1182919,3,35010,Moreton Bay (R),2013,36.3,37.8,37.1,5654,2.2,2508,201,26036,22733,,,,,,,,,,,,,
152.8824205,-27.1182919,3,35010,Moreton Bay (R),2014,36.4,37.9,37.2,5566,2.1,2451,205.2,28514,23464,,,,,,,,,,,,,
139.4013968,-16.63183884,3,35250,Mornington (S),2010,25.5,26.4,26,105,6.2,19,1,71,91,,,,,,,,,,,,,
139.4013968,-16.63183884,3,35250,Mornington (S),2011,26.3,26,26.1,43,6.9,17,1,64,101,0.4,,4,140,4,3,3,100,5,60,67,12,24.7
139.4013968,-16.63183884,3,35250,Mornington (S),2012,26.5,26.7,26.6,9,,10,1,69,87,,,,,,,,,,,,,
139.4013968,-16.63183884,3,35250,Mornington (S),2013,27.1,27.1,27.1,20,2.5,13,1,65,76,,,,,,,,,,,,,
139.4013968,-16.63183884,3,35250,Mornington (S),2014,27,27.7,27.5,20,1.8,6,1,86,86,,,,,,,,,,,,,
138.7829306,-19.96784516,3,35300,Mount Isa (C),2010,30.6,29,29.8,510,3,119,0.5,2128,2524,,,,,,,,,,,,,
138.7829306,-19.96784516,3,35300,Mount Isa (C),2011,30.9,29.6,30.3,426,2.7,102,0.5,2294,2607,1.4,7,78,7474,183,184,270,1932,286,1674,561,187,55.3
138.7829306,-19.96784516,3,35300,Mount Isa (C),2012,31,29.8,30.4,466,2.6,79,0.5,2514,2600,,,,,,,,,,,,,
138.7829306,-19.96784516,3,35300,Mount Isa (C),2013,31,30.1,30.6,466,2.5,86,0.5,2340,2726,,,,,,,,,,,,,
138.7829306,-19.96784516,3,35300,Mount Isa (C),2014,31.3,30.4,30.9,444,2.5,103,0.5,1988,2662,,,,,,,,,,,,,
146.489408,-26.18969454,3,35600,Murweh (S),2010,35.8,37.8,36.7,64,2.6,54,0.1,380,488,,,,,,,,,,,,,
146.489408,-26.18969454,3,35600,Murweh (S),2011,36.3,37.6,36.9,87,2.7,32,0.1,310,373,0.7,3,6,1449,21,25,99,436,75,487,111,50,53.8
146.489408,-26.18969454,3,35600,Murweh (S),2012,35.8,37.7,36.7,65,2.3,46,0.1,347,384,,,,,,,,,,,,,
146.489408,-26.18969454,3,35600,Murweh (S),2013,35.7,37.8,36.6,72,2.4,40,0.1,305,380,,,,,,,,,,,,,
146.489408,-26.18969454,3,35600,Murweh (S),2014,35.1,37.6,36.3,72,2.2,42,0.1,306,388,,,,,,,,,,,,,
142.1137416,-12.51797645,3,35670,Napranum (S),2010,23.9,25.2,24.7,15,2.7,9,0.5,105,109,,,,,,,,,,,,,
142.1137416,-12.51797645,3,35670,Napranum (S),2011,23.8,25.9,25.1,21,3,,0.5,100,90,,,8,106,,,,77,9,25,49,23,13.2
142.1137416,-12.51797645,3,35670,Napranum (S),2012,24,26.6,25.5,24,2.7,5,0.5,226,151,,,,,,,,,,,,,
142.1137416,-12.51797645,3,35670,Napranum (S),2013,24.4,27.3,26,30,3.3,6,0.5,194,125,,,,,,,,,,,,,
142.1137416,-12.51797645,3,35670,Napranum (S),2014,24.1,27.8,26.3,27,3.4,4,0.5,205,146,,,,,,,,,,,,,
151.2040286,-25.35526549,3,35760,North Burnett (R),2010,44.6,43.2,43.9,126,2.5,109,0.5,712,830,,,,,,,,,,,,,
151.2040286,-25.35526549,3,35760,North Burnett (R),2011,45.3,43.2,44.2,126,2.4,87,0.5,689,720,0.6,,56,2564,40,25,157,820,158,1388,243,108,48.6
151.2040286,-25.35526549,3,35760,North Burnett (R),2012,45.7,43.7,44.6,113,2.4,101,0.5,675,792,,,,,,,,,,,,,
151.2040286,-25.35526549,3,35760,North Burnett (R),2013,45.9,44,44.8,116,2.3,84,0.5,639,647,,,,,,,,,,,,,
151.2040286,-25.35526549,3,35760,North Burnett (R),2014,46.2,44.3,45.2,103,2.2,109,0.5,645,795,,,,,,,,,,,,,
142.312954,-11.00495719,3,35780,Northern Peninsula Area (R),2010,22.3,22.8,22.6,96,4.6,46,2.3,153,198,,,,,,,,,,,,,
142.312954,-11.00495719,3,35780,Northern Peninsula Area (R),2011,22.8,22.7,22.7,70,4.6,13,2.3,123,181,0.5,,39,411,3,3,3,217,24,83,122,35,29.7
142.312954,-11.00495719,3,35780,Northern Peninsula Area (R),2012,23.1,23.3,23.2,87,4.3,9,2.4,139,184,,,,,,,,,,,,,
142.312954,-11.00495719,3,35780,Northern Peninsula Area (R),2013,23.4,23.7,23.6,74,3.7,4,2.4,152,161,,,,,,,,,,,,,
