longitude,latitude,StateCode,LGA,LGA NAME,year,Median Age Ð Males (years),Median Age Ð Females (years),Median Age Ð Persons (years),Births,Total fertility rate (per female),Deaths,Population density (persons/km2),Arrivals,Departures,Postgraduate degree (%),Train or tram To Work,Bus To Work,Car (as driver; passenger) To Work,Motor bike/scooter To Work,Bicycle To Work,Other (inc. taxis) To Work,Couple families with children under 15 and/or dependent students,Couple families with non-dependent children only,Couple families without children,One parent families; children under 15 and/or dependent students,One parent families; non-dependent children only,Broadband connection (%)
142.312954,-11.00495719,3,35780,Northern Peninsula Area (R),2014,23.7,24.2,24,62,3.5,11,2.5,196,147,,,,,,,,,,,,,
146.6004577,-18.73123871,3,35790,Palm Island (S),2010,22.7,23.6,23.2,59,3,32,34.4,232,227,,,,,,,,,,,,,
146.6004577,-18.73123871,3,35790,Palm Island (S),2011,23.5,25.1,24.3,60,3,21,35.9,225,232,0.2,3,86,228,,,17,164,27,51,132,47,18.9
146.6004577,-18.73123871,3,35790,Palm Island (S),2012,24.3,26.1,25.2,129,4.1,14,36.4,221,214,,,,,,,,,,,,,
146.6004577,-18.73123871,3,35790,Palm Island (S),2013,25.1,26.7,25.9,55,4,15,36.6,221,227,,,,,,,,,,,,,
146.6004577,-18.73123871,3,35790,Palm Island (S),2014,25.8,27.6,26.7,53,3.8,8,37.1,182,202,,,,,,,,,,,,,
145.7708653,-28.07303694,3,35800,Paroo (S),2010,40.7,35,37.5,38,3.5,15,,136,169,,,,,,,,,,,,,
145.7708653,-28.07303694,3,35800,Paroo (S),2011,41.1,35.2,37.8,33,3.5,24,,139,148,0.6,3,,440,5,4,33,134,37,196,55,24,45.3
145.7708653,-28.07303694,3,35800,Paroo (S),2012,40.4,36.7,38,44,3.3,13,,137,198,,,,,,,,,,,,,
145.7708653,-28.07303694,3,35800,Paroo (S),2013,40,36.5,38.4,35,3.3,18,,131,197,,,,,,,,,,,,,
145.7708653,-28.07303694,3,35800,Paroo (S),2014,39.8,37.3,39,32,3.5,9,,156,194,,,,,,,,,,,,,
141.8070912,-14.71868258,3,36070,Pormpuraaw (S),2010,35.5,30.8,32.8,23,2.6,13,0.2,53,64,,,,,,,,,,,,,
141.8070912,-14.71868258,3,36070,Pormpuraaw (S),2011,34.6,31.4,32.8,25,3.6,3,0.2,46,67,0.6,,,43,,,3,54,8,47,31,15,23.4
141.8070912,-14.71868258,3,36070,Pormpuraaw (S),2012,34.2,31.5,33,14,3.5,6,0.2,82,78,,,,,,,,,,,,,
141.8070912,-14.71868258,3,36070,Pormpuraaw (S),2013,34.3,30.9,33.1,13,3.1,3,0.2,89,78,,,,,,,,,,,,,
141.8070912,-14.71868258,3,36070,Pormpuraaw (S),2014,35.3,32,34,28,3.5,,0.2,37,69,,,,,,,,,,,,,
143.8932299,-26.34865954,3,36150,Quilpie (S),2010,40.3,38.8,39.5,22,3.2,7,,80,78,,,,,,,,,,,,,
143.8932299,-26.34865954,3,36150,Quilpie (S),2011,39.9,40.2,40.1,16,3.2,7,,80,122,0.5,,,258,10,,35,93,16,105,27,14,55.7
143.8932299,-26.34865954,3,36150,Quilpie (S),2012,39.7,40,39.8,13,3.3,8,,86,82,,,,,,,,,,,,,
143.8932299,-26.34865954,3,36150,Quilpie (S),2013,39.6,39.4,39.5,10,2.5,9,,54,97,,,,,,,,,,,,,
143.8932299,-26.34865954,3,36150,Quilpie (S),2014,38.9,38.8,38.9,13,2.4,8,,74,91,,,,,,,,,,,,,
153.3608393,-27.56850799,3,36250,Redland (C),2010,37.8,39.8,38.9,1750,2.1,921,264,9709,9714,,,,,,,,,,,,,
153.3608393,-27.56850799,3,36250,Redland (C),2011,38.4,40.4,39.5,1663,2,903,268,9664,9243,2,1648,1448,47922,510,275,1504,14587,3458,14875,3933,1849,73.7
153.3608393,-27.56850799,3,36250,Redland (C),2012,38.6,40.7,39.7,1665,2,981,271.7,9203,9007,,,,,,,,,,,,,
153.3608393,-27.56850799,3,36250,Redland (C),2013,38.9,41,40,1612,1.9,969,274.7,9080,8655,,,,,,,,,,,,,
153.3608393,-27.56850799,3,36250,Redland (C),2014,39.2,41.3,40.3,1573,1.9,1020,277.2,9602,9027,,,,,,,,,,,,,
142.9010629,-20.54063532,3,36300,Richmond (S),2010,37.2,36.6,37,18,3.2,,,79,124,,,,,,,,,,,,,
142.9010629,-20.54063532,3,36300,Richmond (S),2011,37.6,38.8,38.1,9,,5,,61,127,,,,211,9,,17,75,15,94,19,10,50.4
142.9010629,-20.54063532,3,36300,Richmond (S),2012,37.8,39.6,38.8,10,2.7,4,,98,73,,,,,,,,,,,,,
142.9010629,-20.54063532,3,36300,Richmond (S),2013,38.7,39.8,39.4,12,2.3,3,,70,103,,,,,,,,,,,,,
142.9010629,-20.54063532,3,36300,Richmond (S),2014,38.3,40.8,40,16,2.9,9,,94,100,,,,,,,,,,,,,
152.7965121,-28.0619763,3,36510,Scenic Rim (R),2010,41.3,41.5,41.4,403,2.4,270,8.7,3411,2912,,,,,,,,,,,,,
152.7965121,-28.0619763,3,36510,Scenic Rim (R),2011,42,42,42,428,2.3,267,8.8,3171,3013,1.8,36,52,10965,131,45,520,3394,754,4551,1012,432,65.8
152.7965121,-28.0619763,3,36510,Scenic Rim (R),2012,42.2,42.4,42.3,423,2.2,280,8.9,3043,2956,,,,,,,,,,,,,
152.7965121,-28.0619763,3,36510,Scenic Rim (R),2013,42.4,42.6,42.5,417,2.2,281,9,3152,2822,,,,,,,,,,,,,
152.7965121,-28.0619763,3,36510,Scenic Rim (R),2014,42.6,42.8,42.7,383,2.1,261,9.3,3671,2942,,,,,,,,,,,,,
152.4252269,-27.00897397,3,36580,Somerset (R),2010,41.4,41.3,41.4,305,2.7,169,4,2345,2082,,,,,,,,,,,,,
152.4252269,-27.00897397,3,36580,Somerset (R),2011,41.5,41,41.3,280,2.7,161,4.1,2181,1995,0.8,21,35,5936,70,14,334,1951,457,2651,655,254,61.3
152.4252269,-27.00897397,3,36580,Somerset (R),2012,41.8,41.5,41.6,320,2.7,146,4.2,2037,1996,,,,,,,,,,,,,
152.4252269,-27.00897397,3,36580,Somerset (R),2013,41.8,41.7,41.8,323,2.7,162,4.3,2349,1971,,,,,,,,,,,,,
152.4252269,-27.00897397,3,36580,Somerset (R),2014,42,42.1,42,326,2.8,170,4.5,2473,2038,,,,,,,,,,,,,
151.6469295,-26.40523323,3,36630,South Burnett (R),2010,41.4,41.6,41.5,442,2.9,243,3.8,2715,2669,,,,,,,,,,,,,
151.6469295,-26.40523323,3,36630,South Burnett (R),2011,41.9,41.8,41.8,411,2.7,251,3.8,2429,2404,0.7,9,149,8038,100,69,339,2586,500,3973,972,360,57.4
151.6469295,-26.40523323,3,36630,South Burnett (R),2012,42.2,42.1,42.2,435,2.7,263,3.9,2529,2353,,,,,,,,,,,,,
151.6469295,-26.40523323,3,36630,South Burnett (R),2013,42.7,42.7,42.7,411,2.6,285,3.9,2205,2325,,,,,,,,,,,,,
151.6469295,-26.40523323,3,36630,South Burnett (R),2014,43.3,43.3,43.3,403,2.5,309,3.9,2399,2455,,,,,,,,,,,,,
151.8856804,-28.40560168,3,36660,Southern Downs (R),2010,40.8,42.8,41.8,428,2.6,288,4.8,2420,2317,,,,,,,,,,,,,
151.8856804,-28.40560168,3,36660,Southern Downs (R),2011,41.5,43,42.2,451,2.6,307,4.9,2517,2267,1.1,5,43,9755,111,110,459,2931,579,4236,987,422,57.7
151.8856804,-28.40560168,3,36660,Southern Downs (R),2012,42.2,43.4,42.8,432,2.5,328,4.9,2452,2460,,,,,,,,,,,,,
151.8856804,-28.40560168,3,36660,Southern Downs (R),2013,42.4,43.6,43,405,2.4,333,5,2505,2309,,,,,,,,,,,,,
151.8856804,-28.40560168,3,36660,Southern Downs (R),2014,43,44.2,43.6,436,2.4,310,5,2481,2338,,,,,,,,,,,,,
151.5338923,-27.58202532,3,36910,Toowoomba (R),2010,35.7,38,36.9,2302,2.3,1116,11.9,9949,9562,,,,,,,,,,,,,
151.5338923,-27.58202532,3,36910,Toowoomba (R),2011,36.2,38.3,37.2,2336,2.4,1141,12,9586,9625,2.3,30,334,50575,564,566,1642,14120,2575,16467,4467,1744,64.8
151.5338923,-27.58202532,3,36910,Toowoomba (R),2012,36.1,38.3,37.3,2224,2.3,1158,12.2,9704,9491,,,,,,,,,,,,,
151.5338923,-27.58202532,3,36910,Toowoomba (R),2013,36.1,38.4,37.3,2213,2.3,1137,12.4,9439,8979,,,,,,,,,,,,,
151.5338923,-27.58202532,3,36910,Toowoomba (R),2014,36.2,38.6,37.5,2104,2.2,1127,12.5,9595,9391,,,,,,,,,,,,,
142.412321,-10.73118053,3,36950,Torres (S),2010,26.5,29,27.6,129,4.9,42,3.9,252,364,,,,,,,,,,,,,
142.412321,-10.73118053,3,36950,Torres (S),2011,26.9,29,28.2,95,4.6,13,3.9,236,308,2.1,,5,544,5,24,149,292,44,165,125,32,43.9
142.412321,-10.73118053,3,36950,Torres (S),2012,26.6,29.1,28.1,88,3.9,11,4,225,335,,,,,,,,,,,,,
142.412321,-10.73118053,3,36950,Torres (S),2013,26.5,29.1,27.9,85,3.3,15,4.1,202,324,,,,,,,,,,,,,
142.412321,-10.73118053,3,36950,Torres (S),2014,26,29.2,27.5,85,3.2,15,4.1,261,282,,,,,,,,,,,,,
142.3667292,-9.858448827,3,36960,Torres Strait Island (R),2010,22.2,24.1,23.2,136,3.9,70,9.4,329,449,,,,,,,,,,,,,
142.3667292,-9.858448827,3,36960,Torres Strait Island (R),2011,22.3,24.3,23.2,102,3.7,15,9.4,292,397,0.3,,13,303,7,9,50,399,47,118,260,48,14.4
142.3667292,-9.858448827,3,36960,Torres Strait Island (R),2012,22.9,24.8,23.8,105,3.2,20,9.3,294,408,,,,,,,,,,,,,
142.3667292,-9.858448827,3,36960,Torres Strait Island (R),2013,23.7,25.6,24.6,82,2.7,22,9.3,262,423,,,,,,,,,,,,,
142.3667292,-9.858448827,3,36960,Torres Strait Island (R),2014,24.5,26.3,25.3,108,2.8,10,9.4,321,362,,,,,,,,,,,,,
146.7116674,-19.39103289,3,37010,Townsville (C),2010,32.6,33.3,32.9,2783,2.1,910,47.4,12892,12753,,,,,,,,,,,,,
146.7116674,-19.39103289,3,37010,Townsville (C),2011,32.8,33.5,33.2,2847,2.1,926,48.3,13397,12195,2.2,12,1243,64159,1325,1697,2111,16846,2885,17127,5619,2028,67.5
146.7116674,-19.39103289,3,37010,Townsville (C),2012,32.7,33.5,33.1,2830,2,926,49.5,13945,12332,,,,,,,,,,,,,
146.7116674,-19.39103289,3,37010,Townsville (C),2013,32.8,33.6,33.2,2878,2,917,50.7,13322,12199,,,,,,,,,,,,,
146.7116674,-19.39103289,3,37010,Townsville (C),2014,32.9,33.7,33.3,2876,2,954,51.5,12495,12716,,,,,,,,,,,,,
141.8789036,-12.64044558,3,37300,Weipa (T),2010,32.5,29,30.8,60,2.3,5,308.4,392,373,,,,,,,,,,,,,
141.8789036,-12.64044558,3,37300,Weipa (T),2011,32.4,29.2,30.9,66,2.2,,316.3,374,374,1.2,4,15,1270,13,93,34,368,43,297,60,24,65.9
141.8789036,-12.64044558,3,37300,Weipa (T),2012,32.5,29.4,30.9,79,2.3,7,337.7,493,345,,,,,,,,,,,,,
141.8789036,-12.64044558,3,37300,Weipa (T),2013,32.4,29.5,31,89,2.5,9,350.3,464,374,,,,,,,,,,,,,
141.8789036,-12.64044558,3,37300,Weipa (T),2014,32.6,29.9,31.2,85,2.7,14,356.3,526,418,,,,,,,,,,,,,
150.3473162,-26.84155887,3,37310,Western Downs (R),2010,36.8,37,36.9,497,2.8,211,0.8,3030,2732,,,,,,,,,,,,,
150.3473162,-26.84155887,3,37310,Western Downs (R),2011,36.9,37.1,37,500,2.8,237,0.9,3238,2548,0.6,6,136,9456,92,120,472,2982,496,3381,755,293,56.8
150.3473162,-26.84155887,3,37310,Western Downs (R),2012,36.4,36.9,36.6,557,2.7,250,0.9,2590,2698,,,,,,,,,,,,,
150.3473162,-26.84155887,3,37310,Western Downs (R),2013,36.2,37.1,36.7,519,2.7,241,0.9,2497,2658,,,,,,,,,,,,,
150.3473162,-26.84155887,3,37310,Western Downs (R),2014,36.2,37.3,36.7,508,2.7,217,0.9,2549,2916,,,,,,,,,,,,,
147.7247547,-20.70098714,3,37340,Whitsunday (R),2010,37.5,36.9,37.3,443,2,193,1.4,2695,2894,,,,,,,,,,,,,
147.7247547,-20.70098714,3,37340,Whitsunday (R),2011,37.5,37.5,37.5,434,2,183,1.4,2350,2708,0.9,6,373,9664,135,125,760,2476,520,3582,761,294,57.6
147.7247547,-20.70098714,3,37340,Whitsunday (R),2012,37.4,37.5,37.4,473,2,194,1.4,3014,2727,,,,,,,,,,,,,
147.7247547,-20.70098714,3,37340,Whitsunday (R),2013,37.2,37.5,37.3,452,2,215,1.4,2767,2718,,,,,,,,,,,,,
147.7247547,-20.70098714,3,37340,Whitsunday (R),2014,37.4,37.8,37.6,426,1.9,197,1.4,2662,3008,,,,,,,,,,,,,
142.4245401,-22.53908188,3,37400,Winton (S),2010,43.8,41.4,42.7,22,2.4,8,,109,122,,,,,,,,,,,,,
142.4245401,-22.53908188,3,37400,Winton (S),2011,45.3,41.1,43.4,25,3.1,10,,110,120,0.7,,,340,9,16,30,111,30,158,27,16,49.7
142.4245401,-22.53908188,3,37400,Winton (S),2012,45.2,41.6,43.6,23,3.1,17,,141,152,,,,,,,,,,,,,
142.4245401,-22.53908188,3,37400,Winton (S),2013,45.5,42,43.6,25,3.2,16,,122,131,,,,,,,,,,,,,
142.4245401,-22.53908188,3,37400,Winton (S),2014,46.2,42.6,44.3,17,2.6,10,,128,157,,,,,,,,,,,,,
149.525186,-23.94448093,3,37550,Woorabinda (S),2010,22.4,22.5,22.4,33,5.4,14,2.5,70,103,,,,,,,,,,,,,
149.525186,-23.94448093,3,37550,Woorabinda (S),2011,21.5,22.6,22.2,44,5.5,10,2.5,129,117,,,,64,,,,61,13,23,79,11,15
149.525186,-23.94448093,3,37550,Woorabinda (S),2012,22.3,23.1,22.6,24,4.4,8,2.5,117,109,,,,,,,,,,,,,
149.525186,-23.94448093,3,37550,Woorabinda (S),2013,23.2,23.4,23.3,37,4.3,14,2.5,91,110,,,,,,,,,,,,,
149.525186,-23.94448093,3,37550,Woorabinda (S),2014,22.8,24.1,23.7,22,3.2,3,2.6,97,116,,,,,,,,,,,,,
145.3125324,-15.97026091,3,37570,Wujal Wujal (S),2010,25.5,25,25.4,11,,16,26.6,30,32,,,,,,,,,,,,,
145.3125324,-15.97026091,3,37570,Wujal Wujal (S),2011,25.3,23.3,24.1,4,,,25.7,23,20,1.9,,,31,,,,28,4,14,10,12,17.8
145.3125324,-15.97026091,3,37570,Wujal Wujal (S),2012,24,23.4,23.9,,,,25.6,46,32,,,,,,,,,,,,,
145.3125324,-15.97026091,3,37570,Wujal Wujal (S),2013,23.9,24.1,24.3,6,,,25.5,42,46,,,,,,,,,,,,,
145.3125324,-15.97026091,3,37570,Wujal Wujal (S),2014,24.3,25.2,25.3,13,,6,26,51,32,,,,,,,,,,,,,
145.8971617,-16.99453828,3,37600,Yarrabah (S),2010,21.6,22.4,22,85,4.9,15,16.3,84,100,,,,,,,,,,,,,
145.8971617,-16.99453828,3,37600,Yarrabah (S),2011,22.1,22.3,22.2,83,4.4,11,16.3,83,108,0.2,,11,226,,3,4,171,24,64,183,54,16.8
145.8971617,-16.99453828,3,37600,Yarrabah (S),2012,22.5,22.6,22.6,66,3.7,6,16.6,73,98,,,,,,,,,,,,,
145.8971617,-16.99453828,3,37600,Yarrabah (S),2013,22.5,22.6,22.5,52,3.3,14,16.9,80,98,,,,,,,,,,,,,
145.8971617,-16.99453828,3,37600,Yarrabah (S),2014,23,22.9,22.9,41,2.7,12,16.9,85,100,,,,,,,,,,,,,
138.5989126,-34.92198298,4,40070,Adelaide (C),2010,31.6,30.4,31.1,151,0.9,113,1318,3159,3242,,,,,,,,,,,,,
138.5989126,-34.92198298,4,40070,Adelaide (C),2011,31.4,29.7,30.6,129,0.9,101,1343.4,3156,3421,9,178,636,3671,65,274,118,629,93,2121,250,111,67.8
138.5989126,-34.92198298,4,40070,Adelaide (C),2012,31.7,30,30.9,159,0.9,107,1390.7,3167,3303,,,,,,,,,,,,,
138.5989126,-34.92198298,4,40070,Adelaide (C),2013,31.9,30.3,31.1,135,0.8,102,1425.3,3007,3408,,,,,,,,,,,,,
138.5989126,-34.92198298,4,40070,Adelaide (C),2014,32.1,30.3,31.3,139,0.8,132,1457.1,3007,3311,,,,,,,,,,,,,
138.8362297,-34.89282265,4,40120,Adelaide Hills (DC),2010,41,42,41.5,440,2.1,223,49.9,2754,2973,,,,,,,,,,,,,
138.8362297,-34.89282265,4,40120,Adelaide Hills (DC),2011,41.5,42.4,41.9,387,2,175,50,2642,2825,5.5,12,690,13905,89,80,358,4518,920,4376,765,357,74.4
138.8362297,-34.89282265,4,40120,Adelaide Hills (DC),2012,42,43,42.5,367,2,195,50.1,2598,2789,,,,,,,,,,,,,
138.8362297,-34.89282265,4,40120,Adelaide Hills (DC),2013,42.5,43.4,42.9,381,2,180,50.2,2461,2603,,,,,,,,,,,,,
138.8362297,-34.89282265,4,40120,Adelaide Hills (DC),2014,43,43.8,43.4,374,2.1,209,50.2,2472,2711,,,,,,,,,,,,,
138.8783721,-35.35196452,4,40220,Alexandrina (DC),2010,46.1,47.5,46.8,232,2.3,193,13,2111,1513,,,,,,,,,,,,,
138.8783721,-35.35196452,4,40220,Alexandrina (DC),2011,47,48.2,47.6,217,2.2,216,13.2,2024,1595,1.5,9,55,6824,37,57,246,1936,371,3637,617,254,62.4
138.8783721,-35.35196452,4,40220,Alexandrina (DC),2012,47.3,48.6,48,221,2.1,204,13.4,1953,1526,,,,,,,,,,,,,
138.8783721,-35.35196452,4,40220,Alexandrina (DC),2013,47.8,49.2,48.6,212,2,210,13.6,1874,1571,,,,,,,,,,,,,
138.8783721,-35.35196452,4,40220,Alexandrina (DC),2014,48.4,49.7,49.1,231,2.1,231,13.8,1930,1541,,,,,,,,,,,,,
131.2053279,-27.07732959,4,40250,Anangu Pitjantjatjara (AC),2010,25.4,26.5,26,39,1.4,14,,131,128,,,,,,,,,,,,,
131.2053279,-27.07732959,4,40250,Anangu Pitjantjatjara (AC),2011,25.9,26.2,26.1,51,1.6,16,,117,131,1.1,,3,215,,,,219,21,138,123,33,24.5
131.2053279,-27.07732959,4,40250,Anangu Pitjantjatjara (AC),2012,26.4,26.7,26.5,31,1.5,22,,101,117,,,,,,,,,,,,,
131.2053279,-27.07732959,4,40250,Anangu Pitjantjatjara (AC),2013,26.9,27.1,27,37,1.4,21,,104,112,,,,,,,,,,,,,
131.2053279,-27.07732959,4,40250,Anangu Pitjantjatjara (AC),2014,27.5,27.6,27.6,39,1.3,17,,98,113,,,,,,,,,,,,,
139.0016806,-34.62106457,4,40310,Barossa (DC),2010,41.1,42.8,41.9,257,2.2,179,24.9,1420,1320,,,,,,,,,,,,,
139.0016806,-34.62106457,4,40310,Barossa (DC),2011,41.3,43.3,42.3,281,2.2,158,25.2,1463,1258,1.3,25,42,8118,47,64,173,2271,491,2868,505,183,65.4
139.0016806,-34.62106457,4,40310,Barossa (DC),2012,41,42.6,41.8,235,2.2,192,25.4,1330,1384,,,,,,,,,,,,,
139.0016806,-34.62106457,4,40310,Barossa (DC),2013,41.5,43,42.3,238,2.1,187,25.5,1363,1282,,,,,,,,,,,,,
139.0016806,-34.62106457,4,40310,Barossa (DC),2014,41.7,43.4,42.6,235,2,191,25.7,1479,1262,,,,,,,,,,,,,
137.9563366,-33.79896709,4,40430,Barunga West (DC),2010,48.6,50.1,49.4,30,3.3,54,1.6,174,164,,,,,,,,,,,,,
137.9563366,-33.79896709,4,40430,Barunga West (DC),2011,49.9,50.9,50.4,17,3,38,1.6,174,227,0.4,,7,520,,,46,183,30,393,45,24,52.5
137.9563366,-33.79896709,4,40430,Barunga West (DC),2012,50.8,51.4,51.1,27,3.2,34,1.6,183,222,,,,,,,,,,,,,
137.9563366,-33.79896709,4,40430,Barunga West (DC),2013,52,52,52,19,3,29,1.5,143,167,,,,,,,,,,,,,
137.9563366,-33.79896709,4,40430,Barunga West (DC),2014,52.1,51.8,51.9,21,3.3,31,1.5,185,177,,,,,,,,,,,,,
140.490524,-34.26029717,4,40520,Berri and Barmera (DC),2010,40,42,41,138,2.3,100,20.9,723,870,,,,,,,,,,,,,
140.490524,-34.26029717,4,40520,Berri and Barmera (DC),2011,40.6,43,41.8,123,2.2,102,20.8,846,820,0.6,3,20,3212,16,8,61,888,172,1280,383,147,53.8
140.490524,-34.26029717,4,40520,Berri and Barmera (DC),2012,40.8,43.4,42.1,122,2.2,94,20.6,736,852,,,,,,,,,,,,,
140.490524,-34.26029717,4,40520,Berri and Barmera (DC),2013,41.3,43.9,42.7,125,2.1,112,20.5,672,735,,,,,,,,,,,,,
140.490524,-34.26029717,4,40520,Berri and Barmera (DC),2014,41.9,44.5,43.3,112,2.1,99,20.4,657,793,,,,,,,,,,,,,
138.6598672,-34.93997636,4,40700,Burnside (C),2010,41.9,45.2,43.7,317,1.5,388,1602.2,3845,4180,,,,,,,,,,,,,
138.6598672,-34.93997636,4,40700,Burnside (C),2011,42.6,45.4,44.1,299,1.4,377,1602.3,3888,4060,8.4,15,1308,13561,110,480,245,4331,743,4620,944,425,72.7
138.6598672,-34.93997636,4,40700,Burnside (C),2012,42.7,45.6,44.2,308,1.4,425,1610.2,3791,3988,,,,,,,,,,,,,
138.6598672,-34.93997636,4,40700,Burnside (C),2013,42.9,45.7,44.4,341,1.4,325,1616.8,3753,3948,,,,,,,,,,,,,
138.6598672,-34.93997636,4,40700,Burnside (C),2014,43.2,45.6,44.5,333,1.5,377,1625.6,3812,3965,,,,,,,,,,,,,
138.6822337,-34.88372583,4,40910,Campbelltown (C),2010,38.5,42.1,40.4,542,1.8,409,2034.2,3380,3816,,,,,,,,,,,,,
138.6822337,-34.88372583,4,40910,Campbelltown (C),2011,39,42.3,40.7,546,1.7,386,2044.7,3575,3974,3.7,15,1879,15469,103,171,383,4779,1230,5120,1241,769,64.2
138.6822337,-34.88372583,4,40910,Campbelltown (C),2012,39.2,42.5,40.9,526,1.7,407,2071.1,3428,3561,,,,,,,,,,,,,
138.6822337,-34.88372583,4,40910,Campbelltown (C),2013,39.4,42.9,41.2,560,1.7,400,2089.7,3414,3676,,,,,,,,,,,,,
138.6822337,-34.88372583,4,40910,Campbelltown (C),2014,39.5,43.2,41.4,544,1.7,419,2108.6,3456,3776,,,,,,,,,,,,,
133.8724417,-32.1021066,4,41010,Ceduna (DC),2010,37.6,36.9,37.3,56,2.7,33,0.7,247,253,,,,,,,,,,,,,
133.8724417,-32.1021066,4,41010,Ceduna (DC),2011,38.1,36.9,37.5,59,2.6,26,0.7,239,297,0.6,,13,1157,4,25,39,306,44,405,95,38,53.3
133.8724417,-32.1021066,4,41010,Ceduna (DC),2012,38.9,37,38,52,2.4,35,0.7,241,253,,,,,,,,,,,,,
133.8724417,-32.1021066,4,41010,Ceduna (DC),2013,38.9,37,37.8,53,2.4,26,0.7,213,249,,,,,,,,,,,,,
133.8724417,-32.1021066,4,41010,Ceduna (DC),2014,39.3,37.3,38.3,45,2.2,29,0.7,232,263,,,,,,,,,,,,,
138.5236111,-34.89036527,4,41060,Charles Sturt (C),2010,39.5,42,40.8,1307,1.8,930,1965,8579,9199,,,,,,,,,,,,,
138.5236111,-34.89036527,4,41060,Charles Sturt (C),2011,39.6,42.1,40.9,1272,1.8,959,1983.6,9141,8986,2.6,1089,2367,33820,264,710,786,9157,2484,11101,2974,1942,60.1
138.5236111,-34.89036527,4,41060,Charles Sturt (C),2012,39.6,42.2,40.9,1254,1.8,964,2006.3,8614,8658,,,,,,,,,,,,,
138.5236111,-34.89036527,4,41060,Charles Sturt (C),2013,39.5,42.2,40.9,1272,1.7,970,2029.7,8933,8798,,,,,,,,,,,,,
138.5236111,-34.89036527,4,41060,Charles Sturt (C),2014,39.3,42.2,40.8,1320,1.7,983,2057.2,9009,8840,,,,,,,,,,,,,
138.7359695,-34.00397013,4,41140,Clare and Gilbert Valleys (DC),2010,42.1,43.3,42.7,96,2.3,100,4.6,704,654,,,,,,,,,,,,,
138.7359695,-34.00397013,4,41140,Clare and Gilbert Valleys (DC),2011,42.4,43.4,42.9,111,2.3,86,4.7,704,617,1.4,,23,2788,14,9,87,786,134,1219,195,65,62
138.7359695,-34.00397013,4,41140,Clare and Gilbert Valleys (DC),2012,42.6,44,43.3,127,2.5,85,4.7,627,603,,,,,,,,,,,,,
138.7359695,-34.00397013,4,41140,Clare and Gilbert Valleys (DC),2013,42.9,44.4,43.6,88,2.4,94,4.8,665,568,,,,,,,,,,,,,
138.7359695,-34.00397013,4,41140,Clare and Gilbert Valleys (DC),2014,43.4,44.8,44,95,2.3,87,4.8,598,553,,,,,,,,,,,,,
136.2506964,-33.67059123,4,41190,Cleve (DC),2010,42,44.4,43.2,27,3.5,17,0.4,,,,,,,,,,,,,,,
136.2506964,-33.67059123,4,41190,Cleve (DC),2011,43.1,45.5,44.3,26,4.1,6,0.4,,,0.5,,3,494,4,3,22,169,23,224,24,14,60.3
136.2506964,-33.67059123,4,41190,Cleve (DC),2012,43.3,45.6,44.4,30,4.7,34,0.4,,,,,,,,,,,,,,,
136.2506964,-33.67059123,4,41190,Cleve (DC),2013,43.2,45.8,44.6,19,4.5,14,0.4,,,,,,,,,,,,,,,
136.2506964,-33.67059123,4,41190,Cleve (DC),2014,42.6,45.6,44.5,25,4.8,9,0.4,,,,,,,,,,,,,,,
134.7523529,-29.01585856,4,41330,Coober Pedy (DC),2010,47.8,41.5,45.1,27,2.7,15,22.9,179,202,,,,,,,,,,,,,
134.7523529,-29.01585856,4,41330,Coober Pedy (DC),2011,48.8,39.9,45.8,26,2.7,15,22.7,146,186,0.5,,14,440,3,3,23,104,21,182,35,9,44.7
134.7523529,-29.01585856,4,41330,Coober Pedy (DC),2012,48.3,38.9,45.7,19,2.5,23,22.9,134,174,,,,,,,,,,,,,
134.7523529,-29.01585856,4,41330,Coober Pedy (DC),2013,48,39.1,44.9,22,2.3,16,23,163,192,,,,,,,,,,,,,
134.7523529,-29.01585856,4,41330,Coober Pedy (DC),2014,47.6,38.9,43.8,24,2.1,13,23.3,148,200,,,,,,,,,,,,,
137.7289584,-33.98339271,4,41560,Copper Coast (DC),2010,46.4,47.9,47.1,128,2.4,156,16.9,946,780,,,,,,,,,,,,,
137.7289584,-33.98339271,4,41560,Copper Coast (DC),2011,46.7,48.4,47.5,140,2.3,146,17,922,876,0.4,,18,3400,24,29,121,963,199,1937,391,156,54.4
137.7289584,-33.98339271,4,41560,Copper Coast (DC),2012,47.2,48.6,47.9,131,2.2,158,17.3,1003,703,,,,,,,,,,,,,
137.7289584,-33.98339271,4,41560,Copper Coast (DC),2013,47.1,48.4,47.9,146,2.2,140,17.7,971,699,,,,,,,,,,,,,
137.7289584,-33.98339271,4,41560,Copper Coast (DC),2014,47.6,48.5,48.1,136,2.1,134,18,944,711,,,,,,,,,,,,,
135.3451541,-33.56134991,4,41750,Elliston (DC),2010,43.3,41.1,42.2,14,2.8,13,0.2,72,97,,,,,,,,,,,,,
135.3451541,-33.56134991,4,41750,Elliston (DC),2011,43.9,41.4,42.7,13,2.7,6,0.2,91,109,,,,263,,3,16,110,14,132,19,6,56.7
135.3451541,-33.56134991,4,41750,Elliston (DC),2012,45.4,40.4,43,14,2.8,6,0.2,78,83,,,,,,,,,,,,,
135.3451541,-33.56134991,4,41750,Elliston (DC),2013,45.2,40.4,43.3,7,,5,0.2,82,77,,,,,,,,,,,,,
